Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'balanced']",124.2618,4.2618,0.1645,0.101,9.0045,107.0,60.0,"[1.411474, 1.586309, 1.582566, 1.425445]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",119.97,1.97,0.1201,0.0979,8.972,100.0,59.0,"[1.454624, 1.391094, 1.475366, 1.443563]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",120.1609,2.1609,0.1541,0.0963,8.9762,101.0,59.0,"[1.430489, 1.428118, 1.523631, 1.514454]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",120.3266,2.3266,0.2,0.0981,8.9809,101.0,59.0,"[1.458872, 1.444199, 1.404618, 1.51253]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",120.3359,2.3359,0.1183,0.0985,8.9809,100.0,59.0,"[1.403985, 1.463898, 1.451205, 1.476492]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",120.4439,2.4439,0.1551,0.0992,8.9857,102.0,59.0,"[1.46269, 1.415, 1.504577, 1.475572]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",120.8759,2.8759,0.2103,0.1026,8.9918,101.0,59.0,"[1.408654, 1.476135, 1.458057, 1.394112]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",122.6056,2.6056,0.1208,0.0998,8.985,100.0,60.0,"[1.387368, 1.459085, 1.455983, 1.468497]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",121.1403,3.1403,0.167,0.1052,8.9951,119.0,59.0,"[1.388031, 1.426693, 1.388081, 1.421842]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",123.5065,3.5065,0.199,0.0942,9.0047,119.0,60.0,"[1.583381, 1.617744, 1.592144, 1.648513]"
