Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",126.1468,4.1468,1.7467,11.1306,6.2846,148.0,61.0,"[7.951271, 8.016482, 7.800126, 7.97677]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",127.051,3.051,0.5381,10.9826,6.2845,153.0,62.0,"[7.967375, 7.92227, 8.008866, 7.98851]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",127.542,3.542,0.7476,11.0957,6.2846,158.0,62.0,"[7.857175, 7.97554, 7.824738, 7.997099]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",126.217,4.217,1.7259,11.1808,6.2847,169.0,61.0,"[7.876435, 8.004046, 7.816189, 7.907121]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",123.1218,3.1218,0.6415,9.732,6.2844,120.0,60.0,"[9.166182, 8.894001, 9.236603, 9.006351]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",123.6496,3.6496,0.8146,10.317,6.2844,123.0,60.0,"[8.583308, 8.581087, 8.482942, 8.598006]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",124.1098,4.1098,1.5633,10.4447,6.2844,125.0,60.0,"[8.325047, 8.51093, 8.477092, 8.514017]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",122.9566,2.9566,0.5121,10.8788,6.2844,134.0,60.0,"[8.045829, 8.08234, 8.211414, 8.137668]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",123.4956,3.4956,0.7574,11.1246,6.2845,141.0,60.0,"[7.837196, 8.043779, 8.062729, 7.816918]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",129.9822,3.9822,1.4489,11.0869,6.2846,145.0,63.0,"[7.814059, 8.008508, 7.979036, 8.067906]"
