Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",155.3906,5.3906,1.9768,0.2299,2.3392,119.0,75.0,"[15.37018, 15.40334, 15.09983, 15.43371]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",156.6386,4.6386,0.5745,0.257,2.3249,131.0,76.0,"[13.70293, 13.47694, 13.64889, 13.67612]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",161.2299,5.2299,1.3948,0.2575,2.3758,133.0,78.0,"[14.11143, 14.08022, 13.84997, 13.83457]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",163.4118,5.4118,3.3185,0.2575,2.4475,136.0,79.0,"[14.45316, 14.50792, 14.56029, 14.31693]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",164.7379,4.7379,0.6801,0.2636,2.3671,145.0,80.0,"[13.6227, 13.20785, 13.70705, 13.62755]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",169.3004,5.3004,1.8761,0.2617,2.4462,151.0,82.0,"[13.8578, 14.02426, 14.99058, 13.99897]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",171.4771,5.4771,4.8105,0.2725,2.555,156.0,83.0,"[14.02283, 15.24657, 14.34348, 14.02312]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",162.3225,4.3225,0.3443,0.2405,2.2747,119.0,79.0,"[14.36143, 13.60229, 14.29486, 14.44675]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",155.124,5.124,0.7467,0.2366,2.2996,120.0,75.0,"[14.5162, 14.67299, 14.48989, 14.72164]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",155.3773,5.3773,1.5232,0.2377,2.328,118.0,75.0,"[14.5424, 14.77547, 14.86475, 14.81581]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",156.6212,4.6212,0.431,0.2603,2.3238,130.0,76.0,"[13.62175, 13.20959, 13.43726, 13.52088]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",159.2376,5.2376,1.1375,0.2602,2.3731,133.0,77.0,"[13.60462, 13.85521, 13.93114, 13.83764]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",163.3973,5.3973,2.4733,0.2615,2.4322,136.0,79.0,"[14.00491, 14.08834, 14.25898, 14.25495]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",164.7431,4.7431,0.5474,0.2588,2.3666,145.0,80.0,"[13.60437, 13.27844, 14.54562, 13.73885]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",169.3046,5.3046,1.4752,0.2718,2.4435,151.0,82.0,"[13.61589, 13.82477, 13.6461, 13.66134]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",171.4087,5.4087,3.3339,0.2719,2.5426,156.0,83.0,"[14.07857, 15.2857, 14.00425, 14.11631]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",162.3436,4.3436,0.4047,0.2281,2.332,119.0,79.0,"[14.97864, 14.19994, 14.66904, 14.81656]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",157.1382,5.1382,0.9404,0.2217,2.3586,119.0,76.0,"[16.07479, 15.35534, 14.96903, 14.81177]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",155.3903,5.3903,1.9789,0.2231,2.3999,119.0,75.0,"[15.55608, 15.50705, 15.40582, 15.57666]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",156.632,4.632,0.5819,0.2493,2.383,130.0,76.0,"[13.94754, 13.49565, 13.82441, 13.87062]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",159.238,5.238,1.4041,0.2504,2.4364,133.0,77.0,"[14.38192, 14.07406, 13.89636, 14.07231]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",161.4077,5.4077,3.2691,0.2485,2.5126,136.0,78.0,"[14.76946, 14.74108, 14.64978, 14.76255]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",164.7383,4.7383,0.6721,0.2537,2.4276,145.0,80.0,"[13.89975, 13.62278, 13.83096, 13.8964]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",169.3148,5.3148,1.9495,0.259,2.5091,150.0,82.0,"[14.00649, 14.34844, 14.01394, 14.06777]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",171.4327,5.4327,4.6063,0.2664,2.6321,156.0,83.0,"[14.26765, 15.28864, 14.32987, 14.29678]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'balanced']",162.3438,4.3438,0.333,0.2396,2.3315,119.0,79.0,"[13.87709, 13.85685, 13.97294, 14.12185]"
