Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",126.1477,4.1477,0.5087,4.1229,10.9978,106.0,61.0,"[11.52592, 11.37801, 11.27844, 11.37311]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",126.1981,4.1981,0.1653,3.6154,11.0078,114.0,61.0,"[13.12769, 12.78917, 13.12225, 12.85771]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",123.3,3.3,0.192,3.9667,11.0053,119.0,60.0,"[11.86681, 11.83913, 11.84658, 11.78501]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",123.6311,3.6311,0.2583,3.8867,11.0054,121.0,60.0,"[11.79913, 12.61901, 12.36472, 11.51062]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",125.2642,3.2642,0.1832,3.9793,11.0054,130.0,61.0,"[11.56562, 11.61627, 11.56856, 12.41898]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",125.3295,3.3295,0.1855,3.9753,11.0025,137.0,61.0,"[11.40545, 12.32562, 12.14934, 11.36495]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",125.684,3.684,0.2439,4.0457,11.0015,140.0,61.0,"[11.39124, 11.42973, 11.46993, 12.11871]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",125.2106,3.2106,0.1842,4.0227,11.0013,145.0,61.0,"[11.36841, 11.3254, 11.40472, 12.17805]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",123.4784,3.4784,0.2003,4.0984,10.9994,102.0,60.0,"[11.36035, 11.49577, 11.3606, 11.33958]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",125.833,3.833,0.241,4.0035,10.9978,105.0,61.0,"[12.85858, 11.41156, 11.30833, 11.33463]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",125.0615,5.0615,0.2048,3.4077,11.0078,115.0,60.0,"[14.19428, 13.42572, 14.16728, 13.27255]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",126.9221,4.9221,0.3214,3.6369,11.0054,117.0,61.0,"[13.01337, 13.37123, 12.61912, 12.6266]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",130.8213,8.8213,0.428,3.5314,11.0054,115.0,61.0,"[12.85527, 14.05973, 13.45066, 12.78649]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",127.9706,5.9706,0.2347,3.7646,11.0054,125.0,61.0,"[12.20073, 12.52192, 12.02133, 13.11617]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",132.4095,10.4095,0.3343,3.6,11.0025,128.0,61.0,"[12.83115, 12.85556, 13.86153, 12.62294]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",141.4908,17.4908,0.4509,3.6033,11.0015,125.0,62.0,"[12.78919, 13.31671, 12.82569, 13.17663]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",126.2563,4.2563,0.2493,3.9864,11.0013,140.0,61.0,"[11.83499, 11.54814, 11.52732, 11.78821]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",132.4519,8.4519,0.3489,3.7626,10.9994,143.0,62.0,"[12.43646, 12.0821, 12.97428, 12.12917]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",126.332,4.332,0.4958,4.0272,10.9978,154.0,61.0,"[11.63471, 12.39399, 11.2657, 11.34257]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'balanced']",126.437,4.437,0.1722,3.6356,11.0078,115.0,61.0,"[12.82413, 12.99498, 13.08222, 12.70818]"
