Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'balanced']",148.2006,8.2006,54.5465,14.7837,2.6533,137.0,70.0,"[21.95441, 22.14737, 22.20932, 21.82891]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'balanced']",154.3548,6.3548,31.4346,18.3936,2.6533,151.0,74.0,"[17.94049, 18.20313, 18.03795, 16.66115]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'balanced']",158.4194,6.4194,42.4129,16.3635,2.6535,152.0,76.0,"[20.87103, 20.42026, 18.96347, 19.38207]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'balanced']",162.5479,6.5479,54.8734,14.8036,2.6536,157.0,78.0,"[21.81223, 22.21883, 22.09682, 21.90468]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'balanced']",161.8094,5.8094,32.8863,19.2565,2.6534,167.0,78.0,"[16.70909, 17.5495, 16.67551, 16.73736]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'balanced']",166.0101,6.0101,42.1231,16.2056,2.6536,172.0,80.0,"[21.69431, 20.78344, 18.86111, 19.08071]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'balanced']",168.1107,6.1107,55.0332,14.8066,2.6538,176.0,81.0,"[21.85968, 22.34458, 21.8528, 21.96787]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",157.7942,5.7942,15.3996,9.0933,2.6524,134.0,76.0,"[34.3654, 36.09673, 34.31208, 36.04659]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",148.3524,6.3524,24.7888,9.493,2.6526,133.0,71.0,"[33.15849, 35.86637, 32.91184, 32.96711]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",147.2826,7.2826,51.2681,13.92,2.6527,137.0,70.0,"[23.19053, 23.05793, 22.77416, 22.98262]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",153.7723,5.7723,29.2421,17.3218,2.6526,151.0,74.0,"[18.74927, 18.30457, 18.00072, 18.87813]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",155.901,5.901,41.7856,16.9872,2.6528,156.0,75.0,"[19.90429, 18.37659, 18.69242, 18.42236]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",160.091,6.091,54.4951,16.7581,2.653,159.0,77.0,"[19.08755, 19.39494, 19.07909, 18.87158]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",159.1126,5.1126,26.6844,17.4385,2.6528,166.0,77.0,"[19.12244, 17.58581, 17.68909, 17.86021]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",163.4658,5.4658,37.6108,16.9047,2.653,171.0,79.0,"[18.46937, 18.4648, 18.40032, 19.21324]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",167.7058,5.7058,49.5392,16.6318,2.6533,177.0,81.0,"[18.96907, 20.0666, 19.03145, 18.95659]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",162.0833,6.0833,16.2125,9.195,2.6523,134.0,78.0,"[37.2881, 33.55253, 34.81171, 33.60629]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",148.2202,6.2202,22.0907,8.3291,2.6524,132.0,71.0,"[37.65302, 38.01966, 40.50557, 37.56419]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",149.5139,7.5139,53.5798,14.3118,2.6524,137.0,71.0,"[22.64619, 22.55132, 22.21033, 22.06935]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",153.9182,5.9182,30.4387,17.4238,2.6524,151.0,74.0,"[17.4588, 18.71805, 18.60098, 18.71809]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",158.2009,6.2009,43.0148,16.2523,2.6526,155.0,76.0,"[20.11556, 19.55035, 19.63308, 19.49979]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",160.3072,6.3072,53.9469,14.3641,2.6527,157.0,77.0,"[22.09206, 22.27835, 22.23879, 22.55313]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",163.5914,5.5914,30.7337,17.561,2.6526,170.0,79.0,"[18.86257, 17.01681, 18.78443, 18.262]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",165.838,5.838,39.9907,15.0599,2.6528,171.0,80.0,"[22.0783, 21.37214, 21.93842, 19.65608]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",167.9687,5.9687,53.7601,14.2475,2.653,177.0,81.0,"[22.34537, 22.70782, 22.48862, 22.3609]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",158.2881,6.2881,16.6339,9.9338,2.6537,133.0,76.0,"[32.78495, 33.05466, 32.93926, 32.41226]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",148.8155,6.8155,25.4116,9.8746,2.6539,133.0,71.0,"[31.58376, 32.77945, 31.53955, 36.08562]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",147.8779,7.8779,52.7326,14.4811,2.6541,138.0,70.0,"[22.31769, 22.51963, 22.58642, 22.58423]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",154.2002,6.2002,30.8994,18.4495,2.6539,152.0,74.0,"[17.17492, 18.01362, 18.03653, 17.4194]"
