Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",153.8554,7.8554,93.6569,22.5945,7.4141,153.0,73.0,"[20.08863, 20.05508, 19.99948, 20.00592]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",155.8134,5.8134,67.1942,30.7344,7.4114,167.0,75.0,"[14.47605, 15.15878, 14.95527, 14.3104]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",161.0915,7.0915,99.3268,32.4614,7.4127,177.0,77.0,"[14.05621, 14.50282, 13.94871, 13.26898]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",164.6154,8.6154,156.4275,37.8484,7.4151,180.0,78.0,"[11.75221, 12.01136, 12.08112, 12.00883]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",164.1557,6.1557,80.2267,36.7293,7.412,190.0,79.0,"[12.64082, 11.63387, 12.36779, 12.26227]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",167.681,7.681,123.0418,40.0083,7.413,198.0,80.0,"[10.893, 11.36831, 11.30248, 11.33862]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",169.8652,9.8652,151.5036,36.5254,7.4139,199.0,80.0,"[12.39926, 12.40516, 12.38404, 12.39039]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",161.857,5.857,37.4986,17.0186,7.4123,150.0,78.0,"[27.62077, 26.38845, 27.11138, 25.26228]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",150.9788,6.9788,61.6332,20.1374,7.4133,149.0,72.0,"[22.10406, 22.47671, 21.83238, 23.50541]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",153.8313,7.8313,89.5022,21.5083,7.4153,152.0,73.0,"[21.09801, 21.04019, 21.01043, 21.06217]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",155.8919,5.8919,63.2696,28.7611,7.4118,166.0,75.0,"[15.38919, 15.59487, 15.58633, 16.37459]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",161.1568,7.1568,90.9964,29.7177,7.4132,178.0,77.0,"[15.77324, 14.678, 14.95996, 15.51936]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",164.6651,8.6651,151.142,36.3516,7.4145,180.0,78.0,"[12.43382, 12.6424, 12.37127, 12.37213]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",162.167,6.167,80.1316,36.4813,7.4122,189.0,78.0,"[12.16128, 12.11121, 12.7831, 12.18255]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",167.7471,7.7471,114.9305,37.5627,7.413,198.0,80.0,"[11.78582, 11.96714, 12.07216, 12.19005]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",171.0962,9.0962,133.9622,32.1642,7.4142,199.0,81.0,"[14.05689, 14.09638, 14.04191, 14.10841]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",159.7256,5.7256,37.7349,17.1565,7.477,145.0,77.0,"[26.0498, 26.44905, 26.07553, 26.96146]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",150.8366,6.8366,63.3091,20.6388,7.4772,151.0,72.0,"[21.30142, 23.15459, 21.4254, 21.84957]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",153.9358,7.9358,94.2741,22.741,7.4793,152.0,73.0,"[19.84049, 20.07626, 19.94211, 19.78472]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",155.8366,5.8366,64.7779,29.6383,7.4768,166.0,75.0,"[15.38301, 15.14871, 15.19145, 15.36552]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",159.1657,7.1657,100.4703,32.8385,7.4775,177.0,76.0,"[13.27982, 14.31289, 14.09656, 13.45209]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",164.6395,8.6395,154.9808,37.51,7.4803,180.0,78.0,"[11.99716, 12.50238, 12.01119, 11.78086]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",164.2079,6.2079,82.9236,37.9792,7.4767,190.0,79.0,"[11.57003, 11.35816, 12.15384, 12.21665]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",167.776,7.776,124.6851,40.5413,7.4777,196.0,80.0,"[11.31242, 11.11227, 10.73562, 11.1553]"
